compound_stem,SMILES,compound_name,pubchem_cid,kegg_kid,classifier_target,similar_to
K36800276,CC(C)CCN1C(=O)c2ccc(cc2C1=O)-c1nc2ccccc2c(=O)o1,MLS000595379,1025927,NA,NA,NA
A56636206,CCC(C)c1ccc(O)c(NC(=S)NC(=O)c2cccnc2)c1,MLS000621688,2939261,NA,NA,NA
A45668538,CC1CC(C)CN(C1)C(=O)c1ccc(CN=c2c(N3CCCC3)c(O)c2=O)cc1,MLS000660603,16194181,NA,NA,NA
K16854479,S=C(NCCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,MLS000662247,945192,NA,NA,NA
A86311159,COC(=O)C(CC(C)C)NC(=O)\C=C\c1ccc(Cl)cc1,MLS000663882,5738090,NA,NA,NA
K23991998,COc1ccc(CCNc2nc(cs2)-c2ccccn2)cc1OC,MLS000664865,972847,NA,NA,NA
K14490845,Cc1cc(Sc2ncnc(N)c2[N+]([O-])=O)ncn1,MLS000665061,612628,NA,NA,NA
A31133860,Cc1cccc(OCC(O)CN2CCN(CCN3C(=O)c4cccc5cccc(C3=O)c45)CC2)c1C,MLS000666370,2955709,NA,NA,NA
K61484491,CCOc1ccc(NC=C2C(=O)CC(CC2=O)c2ccco2)cc1,MLS000666629,760310,NA,NA,NA
K20428666,Cc1ccc(cc1)-c1nn(cc1CNCc1ccccc1)-c1ccccc1,MLS000672046,1287483,NA,NA,NA
K46715633,OC(=O)c1ccc(NC(=S)NC(=O)c2ccc(cc2)-c2ccccc2)cc1,MLS000676426,1017047,NA,NA,NA
K23707075,Cn1nc(nc1Oc1ccc(cc1)C(C)(C)C)[N+]([O-])=O,MLS000676778,751550,NA,NA,NA
K23544418,[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccc(cc1)N1CCN(CC1)C(=O)c1ccccc1,MLS000679378,2980954,NA,NA,NA
K99392349,CC(C)(C)C(=O)NC(=S)NNC(=O)C(c1ccccc1)c1ccccc1,MLS000679854,2237501,NA,NA,NA
A78101513,CCC(Sc1nc2ccccc2o1)C(=O)Nc1nnc(C)s1,MLS000680351,2891360,NA,NA,NA
K63253745,Cc1cccc(NCCC(=O)c2ccc(cc2)[N+]([O-])=O)c1C,MLS000683320,877329,NA,NA,NA
K15009908,CN(C)c1ccc(\C=C\C=C2\C(=O)NC(=O)N(C2=O)c2ccccc2)cc1,MLS000683375,1360413,NA,NA,NA
K34997521,Brc1ccc(s1)C(=O)Nc1ccc2CCCc2c1,MLS000684338,1246339,NA,NA,NA
K12278188,Fc1cc(F)c2nc(sc2c1)N1CCCC1,MLS000684732,7110153,NA,NA,NA
K02153581,CCOC(=O)Cc1csc(NC(=O)c2c(O)c3ccccc3n(CCC(C)C)c2=O)n1,MLS000686911,54679256,NA,NA,NA
K01398663,Nc1c2CCCCc2nc2sc3CCCCc3c12,MLS000687142,751739,NA,NA,NA
A48894820,COc1ccc(cc1)-c1n(C)c2ccccc2[n+]1CC(=O)OC1CC(C)CCC1C(C)C,MLS000687839,534401,NA,NA,NA
K05576085,[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccc2oc(nc2c1)-c1cccnc1,MLS000689168,1104217,NA,NA,NA
K58375211,Oc1cccc2ccc(\C=C\c3c(F)cccc3Cl)nc12,MLS000689920,5731761,NA,NA,NA
K24230823,Nc1nc(nc(N)c1Cc1c(F)cccc1Cl)-c1ccccn1,MLS000691909,4667754,NA,NA,NA
K11378613,COc1cnc(nc1Sc1ccc(F)cc1)-c1ccccn1,MLS000692188,1487221,NA,NA,NA
K56044284,COc1ccccc1Sc1nc(ncc1OC)-c1ccccn1,MLS000692218,1470741,NA,NA,NA
K35779868,COc1cnc(nc1Sc1ccc(C)cc1)-c1ccccn1,MLS000692232,1470825,NA,NA,NA
K58147292,NS(=O)(=O)c1ccc2n(CC#C)c(=NC(=O)c3cc(Cl)sc3Cl)sc2c1,MLS000697061,4655993,NA,NA,NA
K29452178,CCn1cc(CNC(=O)c2cc(c(C)c(c2)[N+]([O-])=O)[N+]([O-])=O)cn1,MLS000698179,7028277,NA,NA,NA
K01531235,Cc1nc(N)nc(N)c1\C=C\C(C)(C)c1ccc(Cl)cc1,MLS000699295,1214842,NA,NA,NA
K64279815,CCOC(=O)COc1cc(O)c2c(c1)oc(cc2=O)-c1ccccc1,MLS000703633,5391731,NA,NA,NA
A18114264,Clc1ccc(cc1)S(=O)c1snnc1C(=O)N1CCOCC1,MLS000707175,1486985,NA,NA,NA
K44781725,Clc1ccccc1Cc1cnc(s1)N1C(=N)SCC1=O,MLS000707890,3157014,NA,NA,NA
K03759866,Fc1ccc(Cc2cnc(s2)N2C(=N)SCC2=O)cc1,MLS000707892,3157016,NA,NA,NA
K57676909,CC(C)C(=O)N1CCN(CC1)c1ccc(NC(=O)c2ccc(o2)[N+]([O-])=O)cc1,MLS000708339,1087128,NA,NA,NA
A71615082,CCOC(=O)c1c(NC(C)=O)sc2c(OCC(O)CN(CC)CC)c(Br)ccc12,MLS000710459,2829042,NA,NA,NA
K26135570,Clc1ccc(cc1)-c1ccc(o1)C(=O)Nc1cccnc1,MLS000710606,780278,NA,NA,NA
K41949084,Cc1occc1-c1nnc(o1)-c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,MLS000711058,1740663,NA,NA,NA
K73498445,Cc1cc(=O)oc2cc(OC(=O)c3ccco3)ccc12,MLS000712758,728528,NA,NA,NA
K33360329,NC(=S)NC(=O)\C=C\c1ccccc1,MLS000720020,682055,NA,NA,NA
K11114587,Cc1ccc(cc1C)C(=O)Nc1nnc(o1)-c1ccco1,MLS000720291,4253233,NA,NA,NA
A56565904,CC1CCc2c(C1)sc(Nc1nc3c(F)cccc3s1)c2C(N)=O,MLS000720317,12005914,NA,NA,NA
K28485994,CCOC(=O)COc1ccc2c(C#N)c3ccccn3c2c1,MLS000721129,1488028,NA,NA,NA
K62250173,Cc1noc2ncnc(Sc3ccc(Br)cc3)c12,MLS000721325,4422588,NA,NA,NA
K37654346,Fc1ccc(cc1)-c1nnc(NC(=O)c2cc(Cl)sc2Cl)o1,MLS000721995,4457468,NA,NA,NA
K16107341,O=C(\C=C\c1ccco1)c1ccc(NC(=O)C23CC4CC(CC(C4)C2)C3)cc1,MLS000722217,7424594,NA,NA,NA
K09721266,COc1cccc2cc(-c3nc4ccccc4o3)c(=O)oc12,MLS000723832,626179,NA,NA,NA
K46006724,CCn1cnc2sc(C(=O)Oc3cccc(C)c3)c(C)c2c1=O,MLS000723954,16188480,NA,NA,NA
K71389842,CCc1ccc(NC(=O)c2cnc(N3CCN(CC3)c3ccccn3)c3ccccc23)cc1,MLS000723970,16187934,NA,NA,NA
K26872880,Cc1cc(C)c2nc(NNC(=O)c3cc(nc4ccccc34)-c3cccs3)sc2c1,MLS000724604,15944897,NA,NA,NA
K41033508,COc1cccc(c1)-c1nnc(NC(=O)c2ccc(Cl)s2)o1,MLS000724675,3314184,NA,NA,NA
K39781787,COc1ccc(CNC(=O)c2c(C)oc3c2C(=O)c2ccccc2C3=O)cc1,MLS000724696,2142305,NA,NA,NA
A48949694,CCOC(=O)COc1ccc(cc1)C1CC(C)=NN1c1ccccc1,MLS000727630,6620926,NA,NA,NA
A99938288,CCOC(=O)C1CCCN(C1)c1ccc([N+]([O-])=O)c2nonc12,MLS000729233,4871598,NA,NA,NA
K81168952,Cc1ccc(CNc2c(nn(-c3cccc(Cl)c3)[n+]2[O-])[N+]([O-])=O)cc1,MLS000730646,16195580,NA,NA,NA
K18987524,CCn1ccnc1CN(C)Cc1cn(nc1-c1cccc(C)c1)-c1ccc(C)cc1,MLS000731690,16189933,NA,NA,NA
K44927216,CCn1ccnc1CN(C)Cc1cn(nc1-c1cccc(F)c1)-c1cccc(C)c1,MLS000731923,16188413,NA,NA,NA
A87485897,COc1ccc2cc(ccc2c1)C(=O)C1CCCN(Cc2cccc(C)n2)C1,MLS000732290,16188360,NA,NA,NA
K54798953,CCn1ccnc1CN(C)Cc1cn(nc1-c1ccccc1)-c1cc(C)ccc1C,MLS000733637,16188252,NA,NA,NA
K79880243,CCOc1ccc(c(O)c1)\N=C\C=C\c1ccccc1,MLS000737568,5794007,NA,NA,NA
K06072088,c1ccc(nc1)-c1n[nH]c(n1)-c1ccccn1,MLS000756564,314836,NA,NA,NA
K81417646,Cc1sc2nc(nc(O)c2c1-c1ccccc1)-c1ccccn1,MLS000760132,852961,NA,NA,NA
K05119157,Oc1nc(nc2sc(cc12)-c1ccccc1)-c1ccccn1,MLS000761442,2099944,NA,NA,NA
K06768893,CCCc1cc(NCc2ccccn2)n2nc(C)c(-c3ccccc3)c2n1,MLS000762884,1861043,NA,NA,NA
K27496085,CC(C)(C)c1cc(NCc2ccccn2)n2ncc(-c3ccc(Cl)cc3)c2n1,MLS000762893,1838594,NA,NA,NA
K59781816,[O-][N+](=O)c1ccc(o1)C(=O)Nc1cccc(NC(=O)c2cccs2)c1,MLS000765466,1164613,NA,NA,NA
K34236936,Cc1ccc(C)c(c1)-c1csc(NC(=O)c2cnccn2)n1,MLS000771770,2106098,NA,NA,NA
K58571273,Fc1cc(F)c2nc(NC(=O)c3ccccn3)sc2c1,MLS000772464,2474590,NA,NA,NA
K07462398,O=C(CSc1ccncc1)Nc1ccc2ccccc2c1,MLS000772778,2103808,NA,NA,NA
K38331193,COc1cc(\C=C\c2ccc3c(cccc3n2)[N+]([O-])=O)ccc1OCC(O)=O,MLS000775461,6217473,NA,NA,NA
K49004873,CN1Cc2c(nc3sc(C(=O)c4ccc(Br)cc4)c(N)c3c2CC1(C)C)N1CCOCC1,MLS000779661,3727742,NA,NA,NA
K23377672,CCN(CC)C(=O)CSc1nnc2nnc3cc(Cl)ccc3n12,MLS000851118,2801911,NA,NA,NA
K07484899,FC(F)(F)c1cccc(Nc2nc(cs2)-c2ccc(NC(=O)c3cccc(c3)C(F)(F)F)cc2)c1,MLS000911607,16745791,NA,NA,NA
A02655360,CC(C)c1ccc(OCC(O)CNC(C)c2ccccc2)cc1C,MLS000974550,2882396,NA,NA,NA
K55036533,Clc1cccc(c1)C(=O)Nc1nc2ccccc2[nH]1,MLS001000876,898010,NA,NA,NA
K80923789,Cc1n[nH]c(C)c1CCCCOc1ccc(C)cc1,MLS001001654,2057777,NA,NA,NA
K12910671,Fc1ccc(CSc2nnc(NC(=O)c3ccccn3)s2)cc1,MLS001003501,2114858,NA,NA,NA
K65472180,Fc1ccc2nc(NC(=O)c3ccccn3)sc2c1,MLS001003511,2114872,NA,NA,NA
K46902561,CN1c2ccccc2C(C)(C)\C1=C\C(=O)COC(=O)c1ccc(o1)[N+]([O-])=O,MLS001006699,2424966,NA,NA,NA
K11506580,C(CNc1nc(nc2ccccc12)-c1ccccc1)Cn1ccnc1,MLS001007021,4884906,NA,NA,NA
K78777309,[O-][N+](=O)c1ccc(Cl)cc1C(=O)Nc1nc(cs1)-c1ccccn1,MLS001007839,4068403,NA,NA,NA
K95473893,Cc1ccc(o1)C(=O)Nc1nc(cs1)-c1ccccn1,MLS001010722,2466262,NA,NA,NA
K43956081,CCOc1ccc(NC(=O)c2c(NC(=O)CNCCN3CCOCC3)sc3CCCc23)cc1,MLS001031623,2922988,NA,NA,NA
K43150355,CCCCCCCn1c(NC(=O)CC)nc2ccccc12,MLS001042192,3844957,NA,NA,NA
K73984084,[O-][N+](=O)c1ccc(cc1)-c1nc(C(Cl)Cl)c2ccccc2n1,MLS001044463,911287,NA,NA,NA
K31498180,CCCCCn1c2ccccc2c(O)c(C(=O)Nc2nc3ccccc3[nH]2)c1=O,MLS001047329,54688349,NA,NA,NA
K09993716,CCCCCCCn1c2ccccc2c(O)c(C(=O)Nc2cnccn2)c1=O,MLS001047353,54688352,NA,NA,NA
K17115332,CCOc1ccc(OC(=O)c2ccc3c(c2)nc2CCCn2c3=O)cc1,MLS001079641,24981648,NA,NA,NA
K58053387,[O-][N+](=O)c1ccc(s1)C(=O)OCC(=O)N1CCC(=N1)c1ccccc1,MLS001097984,7861191,NA,NA,NA
K88476930,CCc1ccc(OCC(=O)NNC(=O)c2cnccn2)c(Br)c1,MLS001123860,2958821,NA,NA,NA
K54524190,CC(=O)Oc1c(oc2ccccc2c1=O)-c1ccc(Br)o1,MLS001163647,1696227,NA,NA,NA
A17809642,COC(=O)C(C)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1,MLS001167026,16450243,NA,NA,NA
A39693503,COc1cc(CNC(C)c2ccccc2)cc(Br)c1OCc1ccc(F)cc1,MLS001178763,2951532,NA,NA,NA
K48529995,Clc1cc(oc(=O)c1Cl)-c1ccccc1,MLS001196430,801258,NA,NA,NA
K55873363,CN(C)c1ccc(Nc2ncnc3ccc(Br)cc23)cc1,MLS001203424,702724,NA,NA,NA
K26129624,[O-][N+](=O)c1ccc(o1)C(=O)Nc1nc2c(Cl)cccc2s1,MLS001204059,958637,NA,NA,NA
A87174100,COC(=O)C1CN(C(=O)C1)c1ccc(OCc2ccccc2Cl)cc1,MLS001206986,616398,NA,NA,NA
K53272639,Cc1c(Cl)cccc1-c1ccc(CNCc2ccccn2)o1,MLS001208675,4724346,NA,NA,NA
K96585818,[O-][N+](=O)c1ccccc1S(=O)(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,MLS001219574,1724694,NA,NA,NA
K38085884,CC(C)C(=O)N1CCN(CC1)c1ccccc1NC(=O)c1ccc(o1)[N+]([O-])=O,MLS001223269,1091600,NA,NA,NA
K42540066,[O-][N+](=O)c1ccc(o1)C(=O)N1CCN(CC1)c1nc2ccc(F)cc2s1,MLS001234266,7539130,NA,NA,NA
K05618707,Cc1ccc(C)c(c1)-c1nnc(NC(=O)COc2ccccc2)o1,MLS001235888,7533289,NA,NA,NA
K77401942,Cc1ccc(cc1C)C(=O)Nc1nnc(o1)C1=COCCO1,MLS001238016,5076721,NA,NA,NA
K87124298,COc1cccc2cc([nH]c12)-c1nc([C@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12,MLS006011006,56965966,NA,NA,NA
K41859756,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O,MLS006011081,53401173,NA,NA,NA
A87673115,CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC,Moguisteine,65935,NA,NA,NA
A22844106,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,MolPort-035-394-867,9927768,NA,NA,NA
M12718521,CO.COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2O1,MolPort-035-395-698,119421,NA,NA,NA
A61543962,CC[C@]1(CCC(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)C1O[C@H](C[C@@H]1C)C1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,monensin sodium salt (coban),0,NA,NA,NA
K57291914,NC(=N)NC(=N)N1CCOCC1,Moroxydine,71655,D07250,NA,NA
K60690191,Cc1cccc(n1)C#Cc1ccccc1,MPEP,3025961,NA,NA,NA
K92428153,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1,mycophenolate mofetil (cellcept),NA,NA,NA,NA
K43149758,Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O,myricetin,5281672,NA,NA,NA
K48388905,C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2cc(O)c(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,Myricitrin,5281673,NA,NA,NA
K13875313,Fc1ccc(NC(=O)Nc2csc3ccccc23)c(F)c1,"N-(1-benzothiophen-3-yl)-N'-(2,4-difluorophenyl)urea",2816287,NA,NA,NA
K44817861,CC(=O)Nc1nc2ccccc2n1Cc1ccccc1,N-(1-benzylbenzimidazol-2-yl)acetamide,799607,NA,NA,NA
K32593642,Cn1c(NC(=O)c2ccccc2)nc2ccccc12,N-(1-Methyl-1H-benzoimidazol-2-yl)-benzamide,780674,NA,NA,NA
K87678486,CC(NC(=O)NNC(=O)c1ccncc1)(C(F)(F)F)C(F)(F)F,"N-(1,1,1,3,3,3-hexafluoro-2-methylpropan-2-yl)-2-(pyridin-4-ylcarbonyl)hydrazinecarboxamide",1902493,NA,NA,NA
K53636377,CCCCCC(=O)Nc1ccc2ccccc2c1,N-(2-Naphthyl)hexanamide,588524,NA,NA,NA
K06822455,CCCOc1ccc(NCC(=O)Nc2ccc(C)cc2C)cc1,"N-(2,4-dimethylphenyl)-2-(4-propoxyanilino)acetamide",1643252,NA,NA,NA
K26779748,Cc1ccc(NC(=S)c2ccccn2)c(C)c1,"N-(2,4-dimethylphenyl)pyridine-2-carbothioamide",802201,NA,NA,NA
K36103096,Cc1ccc(CCC(=O)Nc2cc(Cl)ccc2Cl)o1,"N-(2,5-dichlorophenyl)-3-(5-methylfuran-2-yl)propanamide",882763,NA,NA,NA
K59003414,Clc1ccc(C(=O)Nc2ccc(Cl)c(Br)c2)c(Cl)c1,"N-(3-bromo-4-chlorophenyl)-2,4-dichlorobenzamide",1331606,NA,NA,NA
K41102550,[O-][N+](=O)c1ccc(s1)C(=O)Nc1cccc(Br)c1,N-(3-bromophenyl)-5-nitrothiophene-2-carboxamide,313351,NA,NA,NA
K42555412,[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccc(F)c(Cl)c1,N-(3-chloro-4-fluorophenyl)-5-nitrofuran-2-carboxamide,694007,NA,NA,NA
K47306052,CCOCC(=O)Nc1ccc(C)c(Cl)c1,N-(3-chloro-4-methylphenyl)-2-ethoxyacetamide,1731787,NA,NA,NA
K94517866,Fc1ccccc1C(=O)Nc1ccc(N2CCCC2)c(Cl)c1,N-(3-Chloro-4-pyrrolidin-1-yl-phenyl)-2-fluoro-benzamide,740785,NA,NA,NA
K58752435,COc1ccc(OCC(=O)Nc2cccc(Cl)c2)cc1,N-(3-chlorophenyl)-2-(4-methoxyphenoxy)acetamide,774451,NA,NA,NA
K87047536,Clc1cccc(NC(=O)c2cccc3nc4ccccc4nc23)c1,N-(3-chlorophenyl)phenazine-1-carboxamide,16824396,NA,NA,NA
K47701235,COc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,N-(3-methoxyphenyl)-2-oxo-2H-chromene-3-carboxamide,724184,NA,NA,NA
K64688839,COc1cccc(Nc2cc(C)nc3c(cnn23)-c2ccccc2)c1,"N-(3-methoxyphenyl)-5-methyl-3-phenylpyrazolo[1,5-a]pyrimidin-7-amine",5154200,NA,NA,NA
K25297725,COc1ccc(CCCC(=O)Nc2ccc(Cl)c(Cl)c2)c(C)c1,"N-(3,4-dichlorophenyl)-4-(4-methoxy-2-methylphenyl)butanamide",1316754,NA,NA,NA
K30708007,COc1ccccc1-c1cnn2c(Nc3ccc(C)c(C)c3)cc(C)nc12,"N-(3,4-dimethylphenyl)-3-(2-methoxyphenyl)-5-methylpyrazolo[1,5-a]pyrimidin-7-amine",4974576,NA,NA,NA
K41587568,Cc1ccc(NC(=O)c2ccc(o2)[N+]([O-])=O)cc1C,"N-(3,4-dimethylphenyl)-5-nitrofuran-2-carboxamide",756083,NA,NA,NA
K45506175,Cc1cc(C)cc(NC(=O)COc2cccc(C=O)c2)c1,"N-(3,5-dimethylphenyl)-2-(3-formylphenoxy)acetamide",1243175,NA,NA,NA
K05857615,Cc1ccc(CCC(=O)Nc2cc(C)cc(C)c2)o1,"N-(3,5-dimethylphenyl)-3-(5-methylfuran-2-yl)propanamide",6489243,NA,NA,NA
K49685105,Cc1cc(C)cc(Nc2cc(C)nc3c(cnn23)-c2ccccc2)c1,"N-(3,5-dimethylphenyl)-5-methyl-3-phenylpyrazolo[1,5-a]pyrimidin-7-amine",1994048,NA,NA,NA
K85195399,ClC(Cl)C(=O)Nc1ccc(Nc2ccccc2)cc1,"N-(4-anilinophenyl)-2,2-dichloroacetamide",885713,NA,NA,NA
K60726891,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)C(=O)Nc1ccc(Br)cc1,"N-(4-bromophenyl)-3,5-dinitrobenzamide",2831821,NA,NA,NA
A31966251,CCCCc1ccc(NC(=O)C(C)CC)cc1,N-(4-butylphenyl)-2-methylbutanamide,3140484,NA,NA,NA
K60536429,Cc1c(cc(cc1[N+]([O-])=O)C(=O)NCc1ccc(F)cc1)[N+]([O-])=O,"N-(4-fluorobenzyl)-4-methyl-3,5-dinitrobenzamide",3452407,NA,NA,NA
K73617523,COc1ccc(OCC(=O)Nc2ccc(I)cc2C)cc1,N-(4-iodo-2-methylphenyl)-2-(4-methoxyphenoxy)acetamide,1181264,NA,NA,NA
K33743361,COc1ccc(CNCc2cccc3ccccc23)cc1,N-(4-Methoxybenzyl)-1-(naphthalen-1-yl)methanamine,781301,NA,NA,NA
K89139344,COc1ccc(Nc2ccccc2N)cc1,"N-(4-methoxyphenyl)benzene-1,2-diamine",3837384,NA,NA,NA
K10816079,Cc1ccc(SCC(=O)Nc2ccc(C)c(c2)[N+]([O-])=O)cc1,N-(4-methyl-3-nitrophenyl)-2-[(4-methylphenyl)sulfanyl]acetamide,2194473,NA,NA,NA
K75558157,COc1cccc(c1)C(=O)Nc1nc(c(o1)-c1ccccc1)-c1ccccc1,"N-(4,5-diphenyl-1,3-oxazol-2-yl)-3-methoxybenzamide",1962096,NA,NA,NA
K76555703,Fc1ccc(cc1)C(=O)Nc1nc(c(o1)-c1ccccc1)-c1ccccc1,"N-(4,5-diphenyl-1,3-oxazol-2-yl)-4-fluorobenzamide",1326381,NA,NA,NA
K90281617,Cc1ccc(cc1)C(=O)Nc1nc(c(o1)-c1ccccc1)-c1ccccc1,"N-(4,5-diphenyl-1,3-oxazol-2-yl)-4-methylbenzamide",1386886,NA,NA,NA
K50237002,Clc1ccc(Cl)c(c1)-c1nnc(NC(=O)CCOc2ccccc2)o1,"N-(5-(2,5-dichlorophenyl)-1,3,4-oxadiazol-2-yl)-3-phenoxypropanamide",7244024,NA,NA,NA
K88583397,Clc1ccc(NC(=O)COc2ccccc2)nc1,N-(5-chloropyridin-2-yl)-2-phenoxyacetamide,738246,NA,NA,NA
K08308978,O=C(Nc1nnc(o1)-c1ccccc1)c1nc2ccccc2s1,"N-(5-phenyl-1,3,4-oxadiazol-2-yl)-1,3-benzothiazole-2-carboxamide",4121843,NA,NA,NA
K93573533,O=C(Nc1nnc(o1)-c1ccccc1)c1ccc2CCCCc2c1,"N-(5-phenyl-1,3,4-oxadiazol-2-yl)-5,6,7,8-tetrahydronaphthalene-2-carboxamide",3480388,NA,NA,NA
K89748981,CCCCc1ccc2nc(NC(=O)c3cccs3)sc2c1,"N-(6-butyl-1,3-benzothiazol-2-yl)thiophene-2-carboxamide",1814489,NA,NA,NA
K58278443,CCN(CC)C(=S)NC(=O)c1ccc(F)cc1,N-(diethylcarbamothioyl)-4-fluorobenzamide,833362,NA,NA,NA
K24100330,CCCN(CCC)C(=S)NC(=O)c1ccc(OC)cc1,N-(dipropylcarbamothioyl)-4-methoxybenzamide,2223274,NA,NA,NA
K09534006,[O-][N+](=O)c1ccccc1C(=O)Nc1sc2CCCc2c1C(=O)NCc1ccco1,"N-(furan-2-ylmethyl)-2-[(2-nitrobenzoyl)amino]-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxamide",1301253,NA,NA,NA
K60509669,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)C(=O)NCc1cn(nc1-c1ccccc1)-c1ccccc1,"N-[(1,3-diphenyl-1H-pyrazol-4-yl)methyl]-3,5-dinitrobenzamide",1747861,NA,NA,NA
K73104580,Cc1cccc(c1)C(=O)NC(=S)Nc1ccc(cc1O)[N+]([O-])=O,N-[(2-hydroxy-4-nitrophenyl)carbamothioyl]-3-methylbenzamide,4991586,NA,NA,NA
A14929418,CC1CCCc2sc(NC(=S)NC(=O)c3ccccc3)c(C#N)c12,"N-[(3-cyano-4-methyl-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)carbamothioyl]benzamide",2913822,NA,NA,NA
K89229174,CC(C)(C)c1cc(Cl)c(O)c(NC(=S)NC(=O)c2ccc(Cl)cc2)c1,N-[(5-tert-butyl-3-chloro-2-hydroxyphenyl)carbamothioyl]-4-chlorobenzamide,1343647,NA,NA,NA
K99932676,Cc1cccc(Cn2ccc(NC(=O)c3ccc4OCOc4c3)n2)c1,"N-[1-(3-methylbenzyl)-1H-pyrazol-3-yl]-1,3-benzodioxole-5-carboxamide",1510954,NA,NA,NA
K46107644,COc1cccc(OCCNC(=O)c2cc(cc(c2)[N+]([O-])=O)[N+]([O-])=O)c1,"N-[2-(3-methoxyphenoxy)ethyl]-3,5-dinitrobenzamide",580265,NA,NA,NA
K36056357,COc1ccc(CCNc2cc(C)nc3c(c(C)nn23)-c2ccccc2)cc1OC,"N-[2-(3,4-dimethoxyphenyl)ethyl]-2,5-dimethyl-3-phenylpyrazolo[1,5-a]pyrimidin-7-amine",3797260,NA,NA,NA
K35057896,COc1ccc(CCNC(=O)c2c(C)nc3ccccn23)cc1,"N-[2-(4-methoxyphenyl)ethyl]-2-methylimidazo[1,2-a]pyridine-3-carboxamide",675270,NA,NA,NA
K98319788,CN1CCN(CC1)c1ccccc1NC(=O)c1cc2COc3ccccc3-c2s1,"N-[2-(4-methylpiperazin-1-yl)phenyl]-4H-thieno[3,2-c]chromene-2-carboxamide",6623094,NA,NA,NA
K63885893,[O-][N+](=O)c1ccc(CC(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1,"N-[3,5-bis(trifluoromethyl)phenyl]-2-(4-nitrophenyl)acetamide",2726121,NA,NA,NA
K55666457,[O-][N+](=O)c1ccc(cc1)-n1ncc(NC(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c1C(F)(F)F,"N-[3,5-di(trifluoromethyl)phenyl]-N'-[1-(4-nitrophenyl)-5-(trifluoromethyl)-1H-pyrazol-4-yl]urea",2808387,NA,NA,NA
K01267246,O=C(Nc1ccc(cc1)-n1cccc1)C1CC1,N-[4-(1H-pyrrol-1-yl)phenyl]cyclopropanecarboxamide,2768250,NA,NA,NA
K80350457,FC(F)(F)c1cccc(c1)-c1ccc(o1)C(=O)Nc1ccc(Cc2ccncc2)cc1,N-[4-(pyridin-4-ylmethyl)phenyl]-5-[3-(trifluoromethyl)phenyl]furan-2-carboxamide,2203079,NA,NA,NA
K82481355,COc1ccc(cc1OC)-c1nc(NC(=O)c2ccccc2)n[nH]1,"N-[5-(3,4-dimethoxyphenyl)-1H-1,2,4-triazol-3-yl]benzamide",935562,NA,NA,NA
K98300680,CC(=O)Nc1ccc(Nc2cc(C)nc3c(c(C)nn23)-c2ccccc2)cc1,"N-{4-[(2,5-dimethyl-3-phenylpyrazolo[1,5-a]pyrimidin-7-yl)amino]phenyl}acetamide",3818998,NA,NA,NA
K59058747,CC(=O)N[C@@H](CS)C(O)=O,N-Acetyl-L-cysteine,12035,NA,NA,NA
K83301387,C(Cc1ccccc1)N(Cc1ccccc1)C1CCN(Cc2c[nH]c3ccccc23)CC1,N-benzyl-1-(1H-indol-3-ylmethyl)-N-(2-phenylethyl)piperidin-4-amine,1316353,NA,NA,NA
K27893489,C(Nc1nc(nc2ccccc12)N1CCN(Cc2ccccc2)CC1)c1ccccc1,N-benzyl-2-(4-benzylpiperazin-1-yl)quinazolin-4-amine,1337599,NA,NA,NA
K21790024,O=C(CSc1cccc2cccnc12)NCc1ccccc1,N-benzyl-2-(8-quinolylthio)acetamide,673909,NA,NA,NA
